laredoute_outgoing_clickstream.ts	laredoute_outgoing_clickstream.user_id	laredoute_outgoing_clickstream.country_id	laredoute_outgoing_clickstream.http_referer	laredoute_outgoing_clickstream.previous_site	laredoute_outgoing_clickstream.requested_site	laredoute_outgoing_clickstream.client_redirect	laredoute_outgoing_clickstream.server_redirect
1487510302.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.google.fr/	https://www.google.fr/search?q=vente+unique&oq=vente&aqs=chrome.0.69i59j69i57j0j69i61j69i60l2.1977j0j4&sourceid=chrome&ie=UTF-8	https://www.vente-unique.com/		
1487510310.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.vente-unique.com/	https://www.vente-unique.com/	https://www.vente-unique.com/c/canape/convertible		
1487510318.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.vente-unique.com/c/canape/convertible	https://www.vente-unique.com/c/canape/convertible	https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-anthracite		
1487510342.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-beige	https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-anthracite	https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-anthracite		
1487510347.000	e462bsbmdrc7rfbc77rtimp7jc4	250		https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-anthracite	https://www.vente-unique.com/p/canape-3-places-convertible-express-en-tissu-volonta-ii-anthracite#delivery_content		
1487510386.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.leboncoin.fr/annonces/offres/ile_de_france/?o=17&q=table%20a%20manger	https://www.leboncoin.fr/annonces/offres/ile_de_france/?o=17&q=table%20a%20manger	https://www.leboncoin.fr/annonces/offres/ile_de_france/?th=1&q=canap%E9%20lit%20convertible%20&parrot=0		
1487510392.000	e462bsbmdrc7rfbc77rtimp7jc4	250	https://www.leboncoin.fr/annonces/offres/ile_de_france/?th=1&q=canap%E9%20lit%20convertible%20&parrot=0	https://www.leboncoin.fr/annonces/offres/ile_de_france/?th=1&q=canap%E9%20lit%20convertible%20&parrot=0	https://www.leboncoin.fr/ameublement/937519008.htm?ca=12_s		
1487521039.000	4773ee046ce78c7d2caa241a681bffb4a7c874c9	250		http://www.google.com/	https://www.google.fr/?gfe_rd=cr&ei=CMWpWJnrGKP_8AeprKXYDA#q=euromillion		
1487521046.000	4773ee046ce78c7d2caa241a681bffb4a7c874c9	250	https://www.google.fr/	https://www.google.fr/?gfe_rd=cr&ei=CMWpWJnrGKP_8AeprKXYDA#q=euromillion	https://www.fdj.fr/jeux/jeux-de-tirage/euromillions/resultats		
1487527766.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.827733687613616&ne_lng=9.08668162192032&sw_lat=45.814670706234295&sw_lng=9.069644230257722&zoom=16&search_by_map=true		
1487527766.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.827733687613616&ne_lng=9.08668162192032&sw_lat=45.814670706234295&sw_lng=9.069644230257722&zoom=16&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.827733687613616&ne_lng=9.08668162192032&sw_lat=45.814670706234295&sw_lng=9.069644230257722&zoom=16&search_by_map=true&s_tag=1NjI4FwN		
1487527770.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.827733687613616&ne_lng=9.08668162192032&sw_lat=45.814670706234295&sw_lng=9.069644230257722&zoom=16&search_by_map=true&s_tag=1NjI4FwN	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.834156461110766&ne_lng=9.095200317751619&sw_lat=45.808030498338255&sw_lng=9.061125534426424&zoom=15&search_by_map=true		
1487527771.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.834156461110766&ne_lng=9.095200317751619&sw_lat=45.808030498338255&sw_lng=9.061125534426424&zoom=15&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.834156461110766&ne_lng=9.095200317751619&sw_lat=45.808030498338255&sw_lng=9.061125534426424&zoom=15&search_by_map=true&s_tag=-HiILr_h		
1487527776.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.834156461110766&ne_lng=9.095200317751619&sw_lat=45.808030498338255&sw_lng=9.061125534426424&zoom=15&search_by_map=true&s_tag=-HiILr_h	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.84699915047643&ne_lng=9.112237709414217&sw_lat=45.79474722482035&sw_lng=9.044088142763826&zoom=14&search_by_map=true		
1487527776.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.84699915047643&ne_lng=9.112237709414217&sw_lat=45.79474722482035&sw_lng=9.044088142763826&zoom=14&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.84699915047643&ne_lng=9.112237709414217&sw_lat=45.79474722482035&sw_lng=9.044088142763826&zoom=14&search_by_map=true&s_tag=YhA11z8J		
1487527779.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.85088497314261&ne_lng=9.118245857607576&sw_lat=45.79863711590346&sw_lng=9.050096290957185&zoom=14&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.85088497314261&ne_lng=9.118245857607576&sw_lat=45.79863711590346&sw_lng=9.050096290957185&zoom=14&search_by_map=true&s_tag=I9tbcC1D		
1487527778.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.84699915047643&ne_lng=9.112237709414217&sw_lat=45.79474722482035&sw_lng=9.044088142763826&zoom=14&search_by_map=true&s_tag=YhA11z8J	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.85088497314261&ne_lng=9.118245857607576&sw_lat=45.79863711590346&sw_lng=9.050096290957185&zoom=14&search_by_map=true		
1487527820.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.85088497314261&ne_lng=9.118245857607576&sw_lat=45.79863711590346&sw_lng=9.050096290957185&zoom=14&search_by_map=true&s_tag=I9tbcC1D	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.87655688744298&ne_lng=9.152320640932771&sw_lat=45.77206117207172&sw_lng=9.01602150763199&zoom=13&search_by_map=true		
1487527822.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.87655688744298&ne_lng=9.152320640932771&sw_lat=45.77206117207172&sw_lng=9.01602150763199&zoom=13&search_by_map=true&s_tag=2uBsS-nQ	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.882889867939205&ne_lng=9.087089317690584&sw_lat=45.7784074217913&sw_lng=8.950790184389803&zoom=13&search_by_map=true		
1487527821.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.87655688744298&ne_lng=9.152320640932771&sw_lat=45.77206117207172&sw_lng=9.01602150763199&zoom=13&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.87655688744298&ne_lng=9.152320640932771&sw_lat=45.77206117207172&sw_lng=9.01602150763199&zoom=13&search_by_map=true&s_tag=2uBsS-nQ		
1487527824.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.882889867939205&ne_lng=9.087089317690584&sw_lat=45.7784074217913&sw_lng=8.950790184389803&zoom=13&search_by_map=true&s_tag=OaImKyVA	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.91358861015486&ne_lng=9.048122185122224&sw_lat=45.809170506001315&sw_lng=8.911823051821443&zoom=13&search_by_map=true		
1487527825.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.91358861015486&ne_lng=9.048122185122224&sw_lat=45.809170506001315&sw_lng=8.911823051821443&zoom=13&search_by_map=true&s_tag=clyruI6T	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.95715881554637&ne_lng=9.052413719546053&sw_lat=45.8528320884585&sw_lng=8.916114586245271&zoom=13&search_by_map=true		
1487527823.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.882889867939205&ne_lng=9.087089317690584&sw_lat=45.7784074217913&sw_lng=8.950790184389803&zoom=13&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.882889867939205&ne_lng=9.087089317690584&sw_lat=45.7784074217913&sw_lng=8.950790184389803&zoom=13&search_by_map=true&s_tag=OaImKyVA		
1487527825.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.91358861015486&ne_lng=9.048122185122224&sw_lat=45.809170506001315&sw_lng=8.911823051821443&zoom=13&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.91358861015486&ne_lng=9.048122185122224&sw_lat=45.809170506001315&sw_lng=8.911823051821443&zoom=13&search_by_map=true&s_tag=clyruI6T		
1487527827.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.95715881554637&ne_lng=9.052413719546053&sw_lat=45.8528320884585&sw_lng=8.916114586245271&zoom=13&search_by_map=true&s_tag=hoRYtn78	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.97171437246383&ne_lng=9.027351158510896&sw_lat=45.86741818687671&sw_lng=8.891052025210115&zoom=13&search_by_map=true		
1487527829.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.969805664907014&ne_lng=9.006408470522615&sw_lat=45.86550547390545&sw_lng=8.870109337221834&zoom=13&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.969805664907014&ne_lng=9.006408470522615&sw_lat=45.86550547390545&sw_lng=8.870109337221834&zoom=13&search_by_map=true&s_tag=jHMNjQXG		
1487527826.000	flbee7pqid7328611ogl4a5l87o	250	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.826851520781595&ne_lng=9.08067347372696&sw_lat=45.813788308597275&sw_lng=9.063636082064363&zoom=16&search_by_map=true&s_tag=qOAK1Gjz	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.95715881554637&ne_lng=9.052413719546053&sw_lat=45.8528320884585&sw_lng=8.916114586245271&zoom=13&search_by_map=true	https://www.airbnb.fr/s/C%C3%B4me--Italie?guests=2&adults=2&children=0&infants=0&place_id=ChIJ5xiBf5QjhEcRMH5mLgJ4BgM&checkin=20%2F05%2F2017&checkout=27%2F05%2F2017&ss_id=tpacc41a&source=bb&page=1&allow_override%5B%5D=&ne_lat=45.95715881554637&ne_lng=9.052413719546053&sw_lat=45.8528320884585&sw_lng=8.916114586245271&zoom=13&search_by_map=true&s_tag=hoRYtn78		
