site	site2	source	country	refpath	pages	user	year	month	day	device		Count of source	Column Labels																															
foodeliciouz.com*	NULL	952	380	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	14cb04b5-5e88-4120-822d-6217d08eeb9f	17	3	24	mobile		Row Labels	877	883	902	904	951	952	957	961	966	971	981	990	4068	5048	5072	5084	5136	5139	5149	5179	5180	5197	5220	5232	5240	5266	5274	5304	5424	5488	5497	Grand Total
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	734f29e8-cc55-4cd0-a963-6dcc28f22fcd	17	3	25	mobile		3			1			259	7	6			6					1					1		10		1			5			2	299
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	4ae5f6f3-e723-4af5-8acf-3a1c405bf0ea	17	3	24	mobile		4			2		1	1496	16	35	3		12	8	17		1	1		11			4	2	34		7			50			7	1707
foodeliciouz.com*	NULL	952	554	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	904f39cb-e1f1-4d7f-ad87-cf2d780d86c9	17	3	27	mobile		5	1		7		4	2649	31	78	3		19	2	50		1	14		12		19	11	4	40		7			60			15	3027
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	0940231e-4aa4-41ac-8e7e-475f3282befc	17	3	26	mobile		6			22		3	2896	14	81	1		14	28	32			14		13		6	6	4	73	1	26	1		68	1		47	3351
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	5f534eac-1842-44a5-9db8-2bac4983bd57	17	3	25	mobile		7		1	6	2	3	2304	15	32		3	23	15	43			12	1	18	1		7	5	112	1	38			98	2	1	72	2815
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	569fb5b4-6101-43e9-abd9-6d794c5123a1	17	4	5	mobile		8			3		3	1140	25	29	1	1	11	13	10	1		8		4			2	2	29		23	2	1	65			24	1397
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	6d233768-f4ed-42a4-8b9c-4257634fe012	17	3	26	mobile		Grand Total	1	1	41	2	14	10744	108	261	8	4	85	66	152	1	2	50	1	58	1	25	31	17	298	2	102	3	1	346	3	1	167	12596
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com"",""foodeliciouz.com"",""foodeliciouz.com"",""foodeliciouz.com""]"	6d233768-f4ed-42a4-8b9c-4257634fe012	17	3	24	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com"",""foodeliciouz.com/chocolate-pancakes-recipe""]"	0f04f585-8443-43b0-8a4a-aa060557353f	17	3	24	mobile																																		
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	3adfd64d-b6b9-4a69-845b-dd4e887cb7d4	17	3	26	mobile		Month	All for-analyzied sources	Candy																														
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	7ecb407e-ffd3-4e29-ae62-5ead519d05e0	17	3	24	mobile		3	299	259																														
foodeliciouz.com*	NULL	952	376	"[""foodeliciouz.com""]"	"[""foodeliciouz.com""]"	7ecb407e-ffd3-4e29-ae62-5ead519d05e0	17	3	24	mobile		4	1707	1496																														
