app	devices	source	users	sessions	usagetime	qualified_active_users	year	month	day
com.venmo	1	5177	0	0	0	1	17	4	15
com.venmo	8	5125	0	0	0	7	17	4	22
com.venmo	6	883	0	0	0	6	17	4	22
com.venmo	344	961	5	6	524.313	121	17	4	22
com.venmo	37	5180	0	0	0	20	17	4	17
com.venmo	9180	5019	121	188	80549.149	2386	17	4	17
com.venmo	4	5130	0	0	0	1	17	4	17
com.venmo	12050	5304	166	247	119081.031	3574	17	4	17
com.venmo	76	5497	1	1	74.542	26	17	4	18
com.venmo	2	651	0	0	0	0	17	4	17
com.venmo	1	903	0	0	0	0	17	4	17
com.venmo	77	5497	3	3	455.628	29	17	4	17
com.venmo	1	651	0	0	0	0	17	4	18
com.venmo	1	903	0	0	0	0	17	4	18
com.venmo	11	5067	0	0	0	2	17	4	22
com.venmo	68	981	0	0	0	33	17	4	22
com.venmo	18	5120	0	0	0	10	17	4	17
com.venmo	3	864	0	0	0	1	17	4	18
com.venmo	5	5415	1	4	190.082	2	17	4	17
com.venmo	1	870	0	0	0	1	17	4	17
com.venmo	64	966	2	5	448.904	32	17	4	17
com.venmo	5	5401	0	0	0	0	17	4	17
com.venmo	4184	952	42	69	6135.998	553	17	4	17
com.venmo	33	5149	0	0	0	20	17	4	18
com.venmo	31	5048	0	0	0	6	17	4	18
com.venmo	3	5126	0	0	0	2	17	4	18
com.venmo	2	5177	0	0	0	1	17	4	18
com.venmo	3	5415	0	0	0	0	17	4	18
com.venmo	63	966	2	5	308.4	32	17	4	18
com.venmo	35	5180	0	0	0	20	17	4	18
com.venmo	9310	5019	113	168	49937.895	2303	17	4	18
com.venmo	4	5130	0	0	0	1	17	4	18
com.venmo	12217	5304	155	206	62579.071	3404	17	4	18
com.venmo	1	5401	0	0	0	0	17	4	18
com.venmo	4204	952	40	62	5099.12	541	17	4	18
com.venmo	5	654	0	0	0	2	17	4	18
com.venmo	124	957	3	8	861.126	69	17	4	18
com.venmo	44	990	1	6	134.783	22	17	4	18
com.venmo	2	5179	0	0	0	0	17	4	17
com.venmo	1	886	0	0	0	1	17	4	17
com.venmo	639	5087	11	15	18617.956	226	17	4	22
com.venmo	4	5134	0	0	0	1	17	4	22
com.venmo	2	5179	0	0	0	0	17	4	18
com.venmo	2	886	0	0	0	1	17	4	18
com.venmo	4	5477	0	0	0	2	17	4	17
com.venmo	25	5084	2	7	1314.673	13	17	4	18
com.venmo	6	5129	0	0	0	4	17	4	18
com.venmo	53	5240	2	4	134.979	28	17	4	18
com.venmo	16	5059	0	0	0	14	17	4	22
com.venmo	57	5003	0	0	0	19	17	4	18
com.venmo	519	960	20	29	5416.575	298	17	4	22
com.venmo	5	5160	1	3	431.399	3	17	4	18
com.venmo	48	5197	2	2	88.893	17	17	4	22
com.venmo	483	5482	40	73	9031.006	278	17	4	22
com.venmo	27	5072	0	0	0	17	17	4	18
com.venmo	1	650	0	0	0	0	17	4	18
com.venmo	13	902	0	0	0	3	17	4	18
com.venmo	1	864	0	0	0	1	17	4	22
com.venmo	29	5048	0	0	0	7	17	4	17
com.venmo	4	5126	0	0	0	3	17	4	17
com.venmo	2	5177	0	0	0	1	17	4	17
com.venmo	27	5084	0	0	0	12	17	4	17
com.venmo	6	5129	0	0	0	4	17	4	17
com.venmo	51	5240	1	1	20.002	27	17	4	17
com.venmo	1	653	0	0	0	0	17	4	22
com.venmo	12	878	0	0	0	8	17	4	22
com.venmo	1	905	0	0	0	1	17	4	22
com.venmo	1458	5220	61	95	13450.015	637	17	4	22
com.venmo	3	656	0	0	0	1	17	4	18
com.venmo	32	5149	1	1	20.001	20	17	4	22
com.venmo	61	5003	3	3	129.428	20	17	4	17
com.venmo	5855	5119	52	67	4512.079	2181	17	4	22
com.venmo	1	652	0	0	0	0	17	4	22
com.venmo	68	877	2	2	40.002	40	17	4	22
com.venmo	14	904	0	0	0	8	17	4	22
com.venmo	206	955	4	6	357.982	95	17	4	22
com.venmo	10	971	0	0	0	3	17	4	18
com.venmo	5	5477	0	0	0	3	17	4	18
com.venmo	4	5160	0	0	0	3	17	4	17
com.venmo	40	951	0	0	0	5	17	4	22
com.venmo	35	5180	0	0	0	19	17	4	22
com.venmo	24	5048	0	0	0	6	17	4	22
com.venmo	2	5126	0	0	0	2	17	4	22
com.venmo	2	5177	0	0	0	1	17	4	22
com.venmo	2	5179	0	0	0	0	17	4	22
com.venmo	2	651	0	0	0	0	17	4	22
com.venmo	1	903	0	0	0	0	17	4	22
com.venmo	2	654	0	0	0	1	17	4	22
com.venmo	116	957	7	20	3254.246	64	17	4	22
com.venmo	33	990	1	1	25.333	21	17	4	22
com.venmo	3	656	0	0	0	1	17	4	17
com.venmo	6	971	0	0	0	4	17	4	22
com.venmo	21	5084	1	1	200.011	10	17	4	22
com.venmo	7	5129	2	2	92.32	5	17	4	22
com.venmo	50	5240	5	5	350.019	24	17	4	22
com.venmo	2	5401	0	0	0	1	17	4	22
com.venmo	4092	952	64	110	9765.249	523	17	4	22
com.venmo	27	5072	0	0	0	19	17	4	22
com.venmo	2	650	0	0	0	0	17	4	22
com.venmo	13	902	0	0	0	3	17	4	22
com.venmo	9027	5019	117	182	99029.038	2090	17	4	22
com.venmo	5	5130	1	1	20	1	17	4	22
com.venmo	11871	5304	147	287	92441.471	3182	17	4	22
com.venmo	1	5415	0	0	0	0	17	4	22
com.venmo	1	870	0	0	0	1	17	4	22
com.venmo	62	966	3	6	617.586	35	17	4	22
com.venmo	52	5003	1	1	20.001	12	17	4	22
com.venmo	72	5497	2	10	3790.172	29	17	4	22
com.venmo	5	5477	0	0	0	2	17	4	22
com.venmo	20	5120	0	0	0	8	17	4	22
com.venmo	3	656	0	0	0	1	17	4	22
com.venmo	3	5160	0	0	0	1	17	4	22
com.venmo	1	5121	0	0	0	1	17	4	26
com.venmo	2	5139	0	0	0	1	17	4	26
com.venmo	180	5424	1	1	35.3	16	17	4	26
com.venmo	1	5121	0	0	0	1	17	4	27
com.venmo	2	5139	0	0	0	0	17	4	27
com.venmo	171	5424	0	0	0	21	17	4	27
com.venmo	22	5059	1	1	300.009	17	17	4	26
com.venmo	1	5121	0	0	0	1	17	4	23
com.venmo	1	5139	0	0	0	1	17	4	23
com.venmo	162	5424	1	1	25.885	30	17	4	23
com.venmo	5954	5119	43	83	7180.378	2089	17	4	26
com.venmo	1	652	0	0	0	0	17	4	26
com.venmo	67	877	0	0	0	39	17	4	26
com.venmo	15	904	1	1	70.212	10	17	4	26
com.venmo	211	955	2	3	53.731	76	17	4	26
com.venmo	19	655	0	0	0	13	17	4	26
com.venmo	1	5121	0	0	0	1	17	4	28
com.venmo	2	5139	0	0	0	1	17	4	28
com.venmo	170	5424	2	2	274.301	22	17	4	28
com.venmo	7	5125	0	0	0	6	17	4	26
com.venmo	6	883	1	1	35.018	6	17	4	26
com.venmo	315	961	4	7	3468.471	112	17	4	26
com.venmo	8	5125	0	0	0	7	17	4	23
com.venmo	7	883	0	0	0	7	17	4	23
com.venmo	308	961	5	8	733.082	109	17	4	23
com.venmo	1	5121	0	0	0	1	17	4	25
com.venmo	2	5139	0	0	0	1	17	4	25
com.venmo	173	5424	0	0	0	21	17	4	25
com.venmo	16	655	1	1	14.943	10	17	4	28
com.venmo	8	5125	1	1	20.001	6	17	4	27
com.venmo	6	883	0	0	0	6	17	4	27
com.venmo	339	961	2	2	90.807	98	17	4	27
com.venmo	15	5059	0	0	0	11	17	4	27
com.venmo	20	655	0	0	0	13	17	4	24
com.venmo	21	655	0	0	0	12	17	4	23
com.venmo	8	5067	0	0	0	2	17	4	23
com.venmo	75	981	1	1	287.475	33	17	4	23
com.venmo	8	5125	1	1	70.005	3	17	4	28
com.venmo	6	883	0	0	0	6	17	4	28
com.venmo	315	961	3	4	12714.523	92	17	4	28
com.venmo	17	5067	0	0	0	2	17	4	26
com.venmo	68	981	1	1	24.89	38	17	4	26
com.venmo	16	655	0	0	0	10	17	4	27
com.venmo	12	5067	0	0	0	2	17	4	25
com.venmo	70	981	1	2	419.715	37	17	4	25
com.venmo	20	655	0	0	0	12	17	4	25
com.venmo	18	5067	0	0	0	3	17	4	28
com.venmo	76	981	2	5	598.441	36	17	4	28
com.venmo	42	951	0	0	0	4	17	4	26
com.venmo	37	951	0	0	0	4	17	4	27
com.venmo	1	860	0	0	0	1	17	4	26
com.venmo	12	878	0	0	0	8	17	4	26
com.venmo	2	905	0	0	0	1	17	4	26
com.venmo	673	5087	6	8	517.27	203	17	4	27
com.venmo	37	951	0	0	0	4	17	4	28
com.venmo	18	5059	0	0	0	14	17	4	28
com.venmo	39	5180	0	0	0	19	17	4	27
com.venmo	1	5121	0	0	0	1	17	4	24
com.venmo	1	5139	0	0	0	0	17	4	24
com.venmo	164	5424	1	1	15.139	23	17	4	24
com.venmo	4	5134	1	1	115.26	2	17	4	26
com.venmo	7	654	0	0	0	2	17	4	28
com.venmo	121	957	2	4	1170.463	47	17	4	28
com.venmo	31	990	1	1	72.216	15	17	4	28
com.venmo	16	5059	0	0	0	11	17	4	25
com.venmo	12	5067	0	0	0	3	17	4	27
com.venmo	82	981	2	7	858.92	39	17	4	27
com.venmo	1393	5220	63	96	19770.308	562	17	4	28
com.venmo	4	5134	0	0	0	2	17	4	27
com.venmo	13	878	1	1	343.041	9	17	4	27
com.venmo	1	905	0	0	0	1	17	4	27
com.venmo	657	5087	4	5	466.078	167	17	4	28
com.venmo	5906	5119	52	74	5012.479	1995	17	4	27
com.venmo	1	652	0	0	0	0	17	4	27
com.venmo	69	877	2	2	159.495	37	17	4	27
com.venmo	13	904	1	1	40.12	8	17	4	27
com.venmo	206	955	9	14	699.552	79	17	4	27
com.venmo	2	5401	0	0	0	0	17	4	26
com.venmo	4110	952	40	82	5020.636	494	17	4	26
com.venmo	7	5125	1	1	20	6	17	4	25
com.venmo	7	883	0	0	0	6	17	4	25
com.venmo	312	961	5	8	805.771	112	17	4	25
com.venmo	5	654	0	0	0	3	17	4	26
com.venmo	112	957	1	1	26.751	53	17	4	26
com.venmo	30	990	0	0	0	15	17	4	26
com.venmo	38	5197	1	3	331.608	13	17	4	27
com.venmo	494	5482	25	51	8237.278	267	17	4	27
com.venmo	1	860	0	0	0	1	17	4	28
com.venmo	12	878	0	0	0	10	17	4	28
com.venmo	2	905	0	0	0	1	17	4	28
com.venmo	44	5197	0	0	0	15	17	4	23
com.venmo	488	5482	26	54	19070.516	272	17	4	23
com.venmo	678	5087	11	14	1275.398	211	17	4	26
com.venmo	37	5180	0	0	0	17	17	4	28
com.venmo	46	5197	0	0	0	15	17	4	26
com.venmo	488	5482	33	68	20562.759	270	17	4	26
com.venmo	1416	5220	41	63	6372.775	611	17	4	26
com.venmo	1	864	0	0	0	1	17	4	23
com.venmo	30	5149	0	0	0	17	17	4	28
com.venmo	30	5149	2	6	480.071	15	17	4	27
com.venmo	71	5497	4	5	404.693	27	17	4	26
com.venmo	623	5087	9	17	3229.901	219	17	4	23
com.venmo	647	5087	16	23	2571.59	229	17	4	25
com.venmo	5	654	0	0	0	2	17	4	27
com.venmo	108	957	4	11	2957.966	52	17	4	27
com.venmo	25	990	0	0	0	14	17	4	27
com.venmo	47	5197	2	3	115.291	17	17	4	25
com.venmo	487	5482	22	38	5004.459	276	17	4	25
com.venmo	41	5197	1	1	191.993	15	17	4	28
com.venmo	490	5482	29	47	19591.376	258	17	4	28
com.venmo	33	5180	0	0	0	19	17	4	23
com.venmo	16	5059	0	0	0	13	17	4	23
com.venmo	528	960	10	15	654.334	294	17	4	25
com.venmo	70	5497	1	1	115.493	30	17	4	28
com.venmo	36	951	0	0	0	5	17	4	25
com.venmo	1	651	0	0	0	0	17	4	28
com.venmo	1	903	0	0	0	0	17	4	28
com.venmo	3	5415	0	0	0	1	17	4	23
com.venmo	64	966	3	3	169.182	35	17	4	23
com.venmo	20	5084	0	0	0	7	17	4	28
com.venmo	8	5129	1	1	60.002	3	17	4	28
com.venmo	51	5240	2	4	405.142	25	17	4	28
com.venmo	40	5180	0	0	0	19	17	4	26
com.venmo	5737	5119	45	69	10261.847	2113	17	4	23
com.venmo	1	652	0	0	0	0	17	4	23
com.venmo	60	877	2	6	1134.882	36	17	4	23
com.venmo	8	904	1	3	184.117	4	17	4	23
com.venmo	190	955	2	6	115.062	87	17	4	23
com.venmo	1	5121	0	0	0	1	17	4	16
com.venmo	168	5424	2	4	249.814	23	17	4	16
com.venmo	524	960	13	23	1915.281	303	17	4	26
com.venmo	29	5149	0	0	0	16	17	4	23
com.venmo	76	5497	4	5	337.82	30	17	4	27
com.venmo	520	960	14	20	1002.571	296	17	4	27
com.venmo	9082	5019	96	138	24484.215	2048	17	4	26
com.venmo	4	5130	0	0	0	1	17	4	26
com.venmo	12203	5304	137	203	95425.346	3074	17	4	26
com.venmo	3	5134	0	0	0	1	17	4	23
com.venmo	1	864	0	0	0	1	17	4	27
com.venmo	3	5401	0	0	0	0	17	4	27
com.venmo	4037	952	50	107	8045.065	470	17	4	27
com.venmo	18	5120	0	0	0	7	17	4	28
com.venmo	1	651	0	0	0	0	17	4	26
com.venmo	1	903	0	0	0	0	17	4	26
com.venmo	10	971	0	0	0	5	17	4	23
com.venmo	1392	5220	56	85	17320.951	601	17	4	23
com.venmo	18	5120	0	0	0	7	17	4	23
com.venmo	2	5401	0	0	0	1	17	4	23
com.venmo	4045	952	42	143	4902.26	513	17	4	23
com.venmo	20	5084	0	0	0	7	17	4	27
com.venmo	9	5129	0	0	0	4	17	4	27
com.venmo	47	5240	2	2	324.386	23	17	4	27
com.venmo	5906	5119	61	93	8707.996	1901	17	4	28
com.venmo	1	652	0	0	0	0	17	4	28
com.venmo	68	877	2	4	790.067	36	17	4	28
com.venmo	13	904	1	1	40.111	6	17	4	28
com.venmo	204	955	2	6	102.13	67	17	4	28
com.venmo	4	654	0	0	0	2	17	4	23
com.venmo	102	957	2	3	524.513	55	17	4	23
com.venmo	35	990	1	1	34.868	20	17	4	23
com.venmo	28	5072	2	6	1038.391	19	17	4	26
com.venmo	1	650	0	0	0	0	17	4	26
com.venmo	14	902	0	0	0	4	17	4	26
com.venmo	28	5149	1	1	50.004	13	17	4	26
com.venmo	12	5067	0	0	0	3	17	4	16
com.venmo	66	981	2	2	78.602	33	17	4	16
com.venmo	32	5149	3	4	608.041	20	17	4	25
com.venmo	2	651	0	0	0	0	17	4	27
com.venmo	1	903	0	0	0	0	17	4	27
com.venmo	39	951	0	0	0	5	17	4	23
com.venmo	5	5415	0	0	0	0	17	4	26
com.venmo	1	870	0	0	0	1	17	4	26
com.venmo	61	966	4	6	370.889	30	17	4	26
com.venmo	2	864	0	0	0	1	17	4	28
com.venmo	13	878	0	0	0	11	17	4	25
com.venmo	2	905	0	0	0	1	17	4	25
com.venmo	1	651	0	0	0	0	17	4	23
com.venmo	1	903	0	0	0	0	17	4	23
com.venmo	2	864	0	0	0	1	17	4	26
com.venmo	5896	5119	51	73	5814.103	2107	17	4	25
com.venmo	1	652	0	0	0	0	17	4	25
com.venmo	66	877	2	3	379.993	40	17	4	25
com.venmo	12	904	2	2	2594.782	7	17	4	25
com.venmo	215	955	6	9	1804.084	91	17	4	25
com.venmo	70	5497	3	13	4085.548	28	17	4	25
com.venmo	523	960	13	23	2217.132	276	17	4	28
com.venmo	1417	5220	55	91	11379.879	587	17	4	27
com.venmo	5	5415	1	2	119.216	1	17	4	27
com.venmo	62	966	2	2	170.01	32	17	4	27
com.venmo	3	5134	0	0	0	2	17	4	28
com.venmo	7	971	0	0	0	1	17	4	28
com.venmo	30	5072	1	2	174.223	25	17	4	23
com.venmo	2	650	0	0	0	0	17	4	23
com.venmo	10	902	0	0	0	2	17	4	23
com.venmo	3	5134	0	0	0	1	17	4	16
com.venmo	31	5072	1	5	345.521	22	17	4	27
com.venmo	2	650	0	0	0	0	17	4	27
com.venmo	11	902	0	0	0	4	17	4	27
com.venmo	37	5180	0	0	0	19	17	4	25
com.venmo	20	5084	0	0	0	13	17	4	23
com.venmo	6	5129	0	0	0	4	17	4	23
com.venmo	46	5240	4	6	760.944	25	17	4	23
com.venmo	1	860	0	0	0	1	17	4	23
com.venmo	10	878	1	2	58.892	7	17	4	23
com.venmo	1	905	0	0	0	0	17	4	23
com.venmo	646	5087	6	7	322.401	237	17	4	24
com.venmo	21	5048	0	0	0	3	17	4	27
com.venmo	3	5126	0	0	0	2	17	4	27
com.venmo	1	5177	0	0	0	1	17	4	27
com.venmo	21	5048	0	0	0	3	17	4	26
com.venmo	3	5126	0	0	0	2	17	4	26
com.venmo	1	5177	0	0	0	1	17	4	26
com.venmo	72	5497	3	7	3703.185	29	17	4	23
com.venmo	45	5197	2	3	1103.375	22	17	4	16
com.venmo	508	5482	35	49	9617.852	315	17	4	16
com.venmo	17	5120	0	0	0	9	17	4	26
com.venmo	4	5415	0	0	0	0	17	4	25
com.venmo	1	870	0	0	0	1	17	4	25
com.venmo	61	966	4	9	212.308	31	17	4	25
com.venmo	3	5477	0	0	0	2	17	4	26
com.venmo	3	5415	0	0	0	2	17	4	28
com.venmo	62	966	3	10	377.357	33	17	4	28
com.venmo	18	655	1	1	14.82	11	17	4	16
com.venmo	2	5179	0	0	0	0	17	4	25
com.venmo	1	886	0	0	0	1	17	4	25
com.venmo	50	5003	0	0	0	12	17	4	26
com.venmo	9015	5019	102	164	56887.432	2077	17	4	25
com.venmo	3	5130	1	1	66.528	1	17	4	25
com.venmo	12128	5304	141	207	65624.655	3147	17	4	25
com.venmo	8876	5019	126	184	57614.712	2021	17	4	23
com.venmo	4	5130	0	0	0	1	17	4	23
com.venmo	11919	5304	165	243	123095.43	3118	17	4	23
com.venmo	9029	5019	113	182	67527.856	1843	17	4	28
com.venmo	4	5130	0	0	0	0	17	4	28
com.venmo	12019	5304	172	250	128497.647	2874	17	4	28
com.venmo	1	5179	0	0	0	0	17	4	26
com.venmo	1	886	0	0	0	1	17	4	26
com.venmo	9	971	0	0	0	5	17	4	25
com.venmo	3	5401	0	0	0	0	17	4	28
com.venmo	4133	952	41	82	5455.355	469	17	4	28
com.venmo	1408	5220	42	73	9919.448	623	17	4	25
com.venmo	3	654	0	0	0	1	17	4	16
com.venmo	109	957	4	35	4673.186	58	17	4	16
com.venmo	38	990	0	0	0	20	17	4	16
com.venmo	15	5059	0	0	0	12	17	4	24
com.venmo	39	951	0	0	0	6	17	4	16
com.venmo	21	5084	0	0	0	9	17	4	26
com.venmo	9	5129	0	0	0	5	17	4	26
com.venmo	53	5240	0	0	0	28	17	4	26
com.venmo	1	5160	0	0	0	0	17	4	26
com.venmo	1	5179	0	0	0	0	17	4	28
com.venmo	20	5120	0	0	0	7	17	4	27
com.venmo	620	5087	14	25	6145.721	257	17	4	16
com.venmo	3	654	0	0	0	2	17	4	25
com.venmo	130	957	2	2	40.868	63	17	4	25
com.venmo	29	990	0	0	0	17	17	4	25
com.venmo	2	5179	0	0	0	0	17	4	27
com.venmo	1	886	0	0	0	1	17	4	27
com.venmo	32	5072	2	2	120.032	25	17	4	28
com.venmo	1	650	0	0	0	0	17	4	28
com.venmo	12	902	0	0	0	3	17	4	28
com.venmo	515	960	25	32	1718.479	291	17	4	23
com.venmo	50	5003	0	0	0	11	17	4	23
com.venmo	50	5003	3	3	645.975	12	17	4	28
com.venmo	2	5179	0	0	0	0	17	4	23
com.venmo	1	886	0	0	0	0	17	4	23
com.venmo	9031	5019	97	164	36525.569	1909	17	4	27
com.venmo	4	5130	0	0	0	1	17	4	27
com.venmo	12036	5304	139	202	187213.278	2923	17	4	27
com.venmo	27	5072	0	0	0	19	17	4	25
com.venmo	1	650	0	0	0	0	17	4	25
com.venmo	13	902	0	0	0	3	17	4	25
com.venmo	8	5125	1	2	170.004	6	17	4	24
com.venmo	7	883	0	0	0	7	17	4	24
com.venmo	337	961	8	12	1207.438	116	17	4	24
com.venmo	17	5084	0	0	0	9	17	4	25
com.venmo	8	5129	1	1	20	6	17	4	25
com.venmo	48	5240	0	0	0	25	17	4	25
com.venmo	3	5134	0	0	0	1	17	4	25
com.venmo	37	951	0	0	0	5	17	4	24
com.venmo	2	864	0	0	0	1	17	4	16
com.venmo	11	971	0	0	0	5	17	4	26
com.venmo	2	5160	0	0	0	1	17	4	28
com.venmo	49	5003	0	0	0	13	17	4	27
com.venmo	4	971	0	0	0	3	17	4	27
com.venmo	8	5125	1	1	30.002	7	17	4	16
com.venmo	6	883	0	0	0	6	17	4	16
com.venmo	312	961	2	3	84.782	115	17	4	16
com.venmo	19	5059	1	3	131.568	15	17	4	16
com.venmo	1	5401	0	0	0	0	17	4	25
com.venmo	4118	952	45	91	5116.941	509	17	4	25
com.venmo	5669	5119	42	53	6170.921	2407	17	4	16
com.venmo	1	652	0	0	0	0	17	4	16
com.venmo	68	877	3	3	153.777	44	17	4	16
com.venmo	11	904	1	1	97.76	7	17	4	16
com.venmo	182	955	1	1	14.592	73	17	4	16
com.venmo	10	5067	0	0	0	3	17	4	24
com.venmo	80	981	0	0	0	35	17	4	24
com.venmo	24	5048	0	0	0	3	17	4	28
com.venmo	2	5126	0	0	0	1	17	4	28
com.venmo	1	5177	0	0	0	1	17	4	28
com.venmo	1	864	0	0	0	1	17	4	25
com.venmo	5853	5119	45	69	5884.104	2175	17	4	24
com.venmo	1	652	0	0	0	0	17	4	24
com.venmo	64	877	2	2	180.211	38	17	4	24
com.venmo	10	904	1	2	80.209	5	17	4	24
com.venmo	206	955	4	4	309.742	100	17	4	24
com.venmo	12	878	1	2	66.887	10	17	4	24
com.venmo	1	905	0	0	0	0	17	4	24
com.venmo	29	5149	3	3	210.361	17	17	4	24
com.venmo	1487	5220	58	97	14058.51	720	17	4	16
com.venmo	1	903	0	0	0	0	17	4	25
com.venmo	3	656	0	0	0	1	17	4	26
com.venmo	28	5149	1	2	100.31	18	17	4	16
com.venmo	1	651	0	0	0	0	17	4	16
com.venmo	1	903	0	0	0	0	17	4	16
com.venmo	25	5048	1	1	20.001	5	17	4	23
com.venmo	2	5126	0	0	0	2	17	4	23
com.venmo	1	5177	0	0	0	1	17	4	23
com.venmo	3	656	0	0	0	1	17	4	27
com.venmo	48	5197	2	3	920.493	14	17	4	24
com.venmo	496	5482	29	62	9253.937	273	17	4	24
com.venmo	18	5120	0	0	0	9	17	4	25
com.venmo	510	960	10	14	730.858	300	17	4	16
com.venmo	1	860	0	0	0	1	17	4	16
com.venmo	12	878	0	0	0	9	17	4	16
com.venmo	2	905	0	0	0	0	17	4	16
com.venmo	4	5477	0	0	0	1	17	4	28
com.venmo	2	656	0	0	0	1	17	4	25
com.venmo	5	5477	0	0	0	1	17	4	27
com.venmo	2	5401	0	0	0	0	17	4	16
com.venmo	4068	952	53	113	10150.67	555	17	4	16
com.venmo	2	5160	0	0	0	0	17	4	23
com.venmo	3	5477	0	0	0	1	17	4	23
com.venmo	1	5160	0	0	0	0	17	4	25
com.venmo	24	5084	1	1	134.456	11	17	4	16
com.venmo	6	5129	0	0	0	5	17	4	16
com.venmo	49	5240	0	0	0	28	17	4	16
com.venmo	50	5003	0	0	0	14	17	4	25
com.venmo	4	5477	0	0	0	1	17	4	25
com.venmo	21	5120	0	0	0	9	17	4	24
com.venmo	517	960	14	24	1436.639	295	17	4	24
com.venmo	22	5120	0	0	0	11	17	4	16
com.venmo	23	5048	0	0	0	4	17	4	25
com.venmo	2	5126	0	0	0	2	17	4	25
com.venmo	1	5177	0	0	0	1	17	4	25
com.venmo	3	656	0	0	0	1	17	4	28
com.venmo	3	656	0	0	0	1	17	4	23
com.venmo	74	5497	1	1	15.405	34	17	4	16
com.venmo	3	864	0	0	0	1	17	4	24
com.venmo	2	654	1	1	90.117	2	17	4	24
com.venmo	118	957	1	1	84.981	53	17	4	24
com.venmo	35	990	0	0	0	17	17	4	24
com.venmo	4	5415	0	0	0	2	17	4	16
com.venmo	1	870	0	0	0	1	17	4	16
com.venmo	64	966	2	2	150.008	30	17	4	16
com.venmo	1	903	0	0	0	0	17	4	24
com.venmo	1412	5220	54	95	17426.003	624	17	4	24
com.venmo	14	971	0	0	0	6	17	4	24
com.venmo	39	5180	0	0	0	21	17	4	16
com.venmo	4	5415	2	6	245.464	3	17	4	24
com.venmo	1	870	0	0	0	1	17	4	24
com.venmo	64	966	1	1	143.453	35	17	4	24
com.venmo	34	5180	1	1	138.76	20	17	4	24
com.venmo	27	5072	1	1	15.328	19	17	4	16
com.venmo	1	650	0	0	0	0	17	4	16
com.venmo	16	902	0	0	0	6	17	4	16
com.venmo	6	5477	1	1	104.982	3	17	4	16
com.venmo	3	5134	0	0	0	1	17	4	24
com.venmo	2	5160	0	0	0	0	17	4	24
com.venmo	10	971	0	0	0	3	17	4	16
com.venmo	9043	5019	123	197	94463.262	2342	17	4	16
com.venmo	2	5130	0	0	0	1	17	4	16
com.venmo	11781	5304	158	227	111052.186	3563	17	4	16
com.venmo	74	5497	2	5	13196.482	29	17	4	24
com.venmo	8986	5019	114	169	73045.018	2035	17	4	24
com.venmo	4	5130	0	0	0	1	17	4	24
com.venmo	12094	5304	163	234	82651.236	3161	17	4	24
com.venmo	56	5003	0	0	0	17	17	4	16
com.venmo	2	5179	0	0	0	0	17	4	24
com.venmo	1	886	0	0	0	1	17	4	24
com.venmo	35	5048	0	0	0	8	17	4	16
com.venmo	2	5126	0	0	0	2	17	4	16
com.venmo	2	5177	0	0	0	1	17	4	16
com.venmo	1	5401	0	0	0	0	17	4	24
com.venmo	4104	952	41	106	5448.873	513	17	4	24
com.venmo	28	5072	0	0	0	22	17	4	24
com.venmo	2	650	0	0	0	0	17	4	24
com.venmo	15	902	0	0	0	4	17	4	24
com.venmo	3	5160	0	0	0	2	17	4	16
com.venmo	24	5048	0	0	0	5	17	4	24
com.venmo	1	5126	0	0	0	1	17	4	24
com.venmo	2	5177	0	0	0	1	17	4	24
com.venmo	4	5477	0	0	0	1	17	4	24
com.venmo	3	656	0	0	0	1	17	4	24
com.venmo	24	5084	2	2	346.58	10	17	4	24
com.venmo	7	5129	0	0	0	4	17	4	24
com.venmo	48	5240	2	3	215.034	25	17	4	24
com.venmo	3	656	0	0	0	1	17	4	16
com.venmo	48	5003	0	0	0	13	17	4	24
com.venmo	17	655	0	0	0	10	17	4	30
com.venmo	8	5125	0	0	0	4	17	4	30
com.venmo	7	883	0	0	0	6	17	4	30
com.venmo	285	961	6	6	3274.846	78	17	4	30
com.venmo	1	5121	0	0	0	0	17	4	30
com.venmo	1	5139	0	0	0	0	17	4	30
com.venmo	166	5424	1	1	14.781	19	17	4	30
com.venmo	34	951	0	0	0	4	17	4	30
com.venmo	570	5087	10	20	2201.253	148	17	4	30
com.venmo	3	5134	0	0	0	2	17	4	30
com.venmo	26	5149	0	0	0	14	17	4	30
com.venmo	516	960	20	24	1739.512	264	17	4	30
com.venmo	14	5059	0	0	0	10	17	4	30
com.venmo	16	5084	0	0	0	8	17	4	30
com.venmo	6	5129	0	0	0	2	17	4	30
com.venmo	47	5240	2	4	105.072	27	17	4	30
com.venmo	8	5067	0	0	0	1	17	4	30
com.venmo	65	981	1	3	1164.266	34	17	4	30
com.venmo	46	5197	0	0	0	18	17	4	30
com.venmo	481	5482	25	38	7162.116	254	17	4	30
com.venmo	5731	5119	42	63	6697.309	1776	17	4	30
com.venmo	1	652	0	0	0	0	17	4	30
com.venmo	63	877	4	5	456.155	33	17	4	30
com.venmo	10	904	0	0	0	4	17	4	30
com.venmo	178	955	5	13	1385.097	59	17	4	30
com.venmo	4	654	0	0	0	2	17	4	30
com.venmo	101	957	5	15	2870.265	51	17	4	30
com.venmo	35	990	0	0	0	16	17	4	30
com.venmo	3	5401	0	0	0	1	17	4	30
com.venmo	4025	952	61	122	13611.025	432	17	4	30
com.venmo	23	5048	2	7	634.751	5	17	4	30
com.venmo	2	5126	0	0	0	2	17	4	30
